cyclopropane|25|2|keb|2688
cyclopropane|75|20|keb|2688
cyclopropane|80|60|keb|2688
cyclopropane|85|60|keb|2688
cyclopropane|90|60|keb|2688
cyclopropane|95|40|keb|2688
cyclopropane|100|20|keb|2688
cyclopropane|105|20|keb|2688
cyclopropane|110|14.577|keb|2688
cyclopropane|115|20|keb|2688
cyclopropane|120|20|keb|2688
cyclopropane|125|20|keb|2688
cyclopropane|130|20|keb|2688
cyclopropane|135|20|keb|2688
cyclopropane|140|2|keb|2688
cyclopropane|145|2|keb|2688
cyclopropane|150|20|keb|2688
cyclopropane|155|2|keb|2688
cyclopropane|160|20|keb|2688
cyclopropane|165|20|keb|2688
cyclopropane|170|20|keb|2688
cyclopropane|180|2|keb|2688
cyclopropane|185|20|keb|2688
cyclopropane|190|2|keb|2688
cyclopropane|195|2|keb|2688
cyclopropane|200|20|keb|2688
cyclopropane|205|2|keb|2688
cyclopropane|210|2|keb|2688
cyclopropane|215|20|keb|2688
cyclopropane|220|20|keb|2688
cyclopropane|225|20|keb|2688
furan|7|40|keb|2048
furan|12|20|keb|2048
furan|37|20|keb|2048
furan|87|20|keb|2048
furan|122|20|keb|2048
furan|127|20|keb|2048
furan|132|20|keb|2048
123-benzenetriol|353|7|keb|3400
123-benzenetriol|358|7|keb|3400
123-benzenetriol|363|80|keb|3400
123-benzenetriol|368|90|keb|3400
123-benzenetriol|373|7|keb|3400
123-benzenetriol|378|90|keb|3400
123-benzenetriol|383|7|keb|3400
123-benzenetriol|388|90|keb|3400
123-benzenetriol|393|42.922|keb|3400
123-benzenetriol|398|7|keb|3400
123-benzenetriol|408|7|keb|3400
123-benzenetriol|413|20|keb|3400
123-benzenetriol|418|7|keb|3400
123-benzenetriol|423|20|keb|3400
123-benzenetriol|428|20|keb|3400
123-benzenetriol|433|7|keb|3400
123-benzenetriol|438|7|keb|3400
123-benzenetriol|443|7|keb|3400
123-benzenetriol|448|7|keb|3400
123-benzenetriol|453|7|keb|3400
12-benzenediol|327|2|keb|3168
12-benzenediol|332|2|keb|3168
12-benzenediol|337|20|keb|3168
12-benzenediol|342|2|keb|3168
12-benzenediol|347|2|keb|3168
12-benzenediol|352|20|keb|3168
12-benzenediol|357|7|keb|3168
12-benzenediol|367|1.945|keb|3168
12-benzenediol|372|20|keb|3168
12-benzenediol|377|80|keb|3168
12-benzenediol|382|7|keb|3168
12-benzenediol|387|7|keb|3168
12-benzenediol|392|100|keb|3168
12-benzenediol|397|7|keb|3168
12-benzenediol|402|7|keb|3168
12-benzenediol|407|20|keb|3168
12-benzenediol|412|2|keb|3168
12-benzenediol|417|2|keb|3168
12-benzenediol|422|7|keb|3168
12-benzenediol|427|7|keb|3168
14-benzoquinone|338|2|keb|2304
14-benzoquinone|343|2|keb|2304
14-benzoquinone|348|7|keb|2304
14-benzoquinone|353|2|keb|2304
14-benzoquinone|358|2|keb|2304
14-benzoquinone|363|2|keb|2304
14-benzoquinone|368|20|keb|2304
14-benzoquinone|373|2|keb|2304
14-benzoquinone|378|2|keb|2304
14-benzoquinone|383|20|keb|2304
14-benzoquinone|393|20|keb|2304
14-benzoquinone|398|20|keb|2304
14-benzoquinone|403|2|keb|2304
14-benzoquinone|408|2|keb|2304
14-benzoquinone|413|20|keb|2304
14-benzoquinone|418|20|keb|2304
14-benzoquinone|423|20|keb|2304
14-benzoquinone|428|2|keb|2304
14-benzoquinone|433|2|keb|2304
14-benzoquinone|438|2|keb|2304
acetamide|104|20|keb|3600
acetamide|154|20|keb|3600
acetamide|204|20|keb|3600
acetamide|254|20|keb|3600
acetamide|279|7.295|keb|3600
acetamide|284|20|keb|3600
acetamide|289|20|keb|3600
acetamide|294|20|keb|3600
acetamide|299|20|keb|3600
acetamide|304|20|keb|3600
acetamide|309|20|keb|3600
acetamide|314|20|keb|3600
acetamide|319|20|keb|3600
acetamide|324|20|keb|3600
acetamide|329|20|keb|3600
acetamide|334|20|keb|3600
acetamide|339|20|keb|3600
acetamide|344|20|keb|3600
benzene|28|2|keb|3072
benzene|78|2|keb|3072
benzene|128|2|keb|3072
benzene|178|2|keb|3072
benzene|203|2|keb|3072
benzene|208|2|keb|3072
benzene|213|2|keb|3072
benzene|218|2|keb|3072
benzene|223|20|keb|3072
benzene|228|2|keb|3072
benzene|233|2|keb|3072
benzene|238|2|keb|3072
benzene|243|2|keb|3072
benzene|248|2|keb|3072
benzene|253|2|keb|3072
benzene|258|2|keb|3072
benzene|263|2|keb|3072
benzene|268|2|keb|3072
benzene|273|2|keb|3072
benzene|283|2|keb|3072
benzene|288|2|keb|3072
benzene|293|2|keb|3072
benzene|298|2|keb|3072
benzene|303|2|keb|3072
benzene|308|2|keb|3072
benzene|313|2|keb|3072
benzene|318|2|keb|3072
benzene|323|2|keb|3072
benzene|328|2|keb|3072
cyclohexane|29|20|keb|2520
cyclohexane|79|20|keb|2520
cyclohexane|129|20|keb|2520
cyclohexane|179|20|keb|2520
cyclohexane|184|40|keb|2520
cyclohexane|189|40|keb|2520
cyclohexane|194|40|keb|2520
cyclohexane|199|40|keb|2520
cyclohexane|204|40|keb|2520
cyclohexane|209|80|keb|2520
cyclohexane|214|80|keb|2520
cyclohexane|219|80|keb|2520
cyclohexane|224|40|keb|2520
cyclohexane|229|20|keb|2520
cyclohexane|234|20|keb|2520
cyclohexane|239|20|keb|2520
cyclohexane|244|20|keb|2520
cyclohexane|249|20|keb|2520
cyclohexane|254|20|keb|2520
cyclohexane|259|20|keb|2520
cyclohexane|264|20|keb|2520
cyclohexane|269|20|keb|2520
cyclohexane|274|20|keb|2520
cyclohexane|284|20|keb|2520
cyclohexane|289|20|keb|2520
cyclohexane|294|20|keb|2520
cyclohexane|299|20|keb|2520
cyclohexane|304|20|keb|2520
cyclohexane|309|20|keb|2520
cyclohexane|314|2|keb|2520
cyclohexane|319|2|keb|2520
cyclohexane|324|1.903|keb|2520
cyclohexane|329|2|keb|2520
ethanol|109|20|keb|3200
ethanol|114|20|keb|3200
ethanol|124|20|keb|3200
ethanol|129|20|keb|3200
ethanol|134|20|keb|3200
ethanol|139|20|keb|3200
ethanol|144|100|keb|3200
ethanol|149|140|keb|3200
ethanol|154|140|keb|3200
ethanol|159|140|keb|3200
ethanol|164|79.702|keb|3200
ethanol|169|20|keb|3200
ethanol|174|20|keb|3200
ethanol|179|40|keb|3200
ethanol|184|20|keb|3200
ethanol|189|20|keb|3200
ethanol|194|40|keb|3200
ethanol|199|40|keb|3200
ethanol|204|20|keb|3200
ethanol|209|20|keb|3200
formic_acid|216|60|keb|3072
formic_acid|221|1.136|keb|3072
formic_acid|226|200|keb|3072
formic_acid|231|60|keb|3072
formic_acid|236|200|keb|3072
formic_acid|241|200|keb|3072
formic_acid|246|200|keb|3072
formic_acid|251|60|keb|3072
formic_acid|256|20|keb|3072
formic_acid|261|20|keb|3072
formic_acid|266|20|keb|3072
formic_acid|271|20|keb|3072
formic_acid|276|5|keb|3072
formic_acid|286|5|keb|3072
formic_acid|291|5|keb|3072
formic_acid|296|5|keb|3072
formic_acid|301|5|keb|3072
formic_acid|306|5|keb|3072
formic_acid|311|5|keb|3072
formic_acid|316|5|keb|3072
formic_acid|321|5|keb|3072
formic_acid|326|5|keb|3072
formic_acid|331|5|keb|3072
imidazole|113|20|keb|3360
imidazole|163|20|keb|3360
imidazole|213|20|keb|3360
imidazole|263|60|keb|3360
imidazole|268|80|keb|3360
imidazole|273|168.842|keb|3360
imidazole|278|80|keb|3360
imidazole|283|80|keb|3360
imidazole|288|80|keb|3360
imidazole|293|140|keb|3360
imidazole|298|60|keb|3360
imidazole|308|20|keb|3360
imidazole|313|20|keb|3360
imidazole|318|7|keb|3360
imidazole|323|7|keb|3360
imidazole|328|7|keb|3360
imidazole|333|7|keb|3360
imidazole|338|7|keb|3360
imidazole|343|7|keb|3360
imidazole|348|7|keb|3360
imidazole|353|7|keb|3360
imidazole|358|7|keb|3360
imidazole|368|7|keb|3360
imidazole|373|7|keb|3360
imidazole|378|7|keb|3360
imidazole|383|7|keb|3360
imidazole|388|7|keb|3360
imidazole|393|7|keb|3360
imidazole|398|7|keb|3360
imidazole|403|7|keb|3360
imidazole|408|7|keb|3360
imidazole|413|7|keb|3360
menh2|139|2|keb|2352
menh2|144|2|keb|2352
menh2|149|2|keb|2352
menh2|154|2|keb|2352
menh2|159|2|keb|2352
menh2|164|2|keb|2352
menh2|169|2|keb|2352
menh2|174|2|keb|2352
menh2|184|2|keb|2352
menh2|189|2|keb|2352
menh2|194|17.881|keb|2352
menh2|199|20|keb|2352
menh2|204|20|keb|2352
menh2|209|20|keb|2352
menh2|214|20|keb|2352
menh2|219|20|keb|2352
menh2|224|20|keb|2352
menh2|229|20|keb|2352
menh2|234|2|keb|2352
menh2|239|20|keb|2352
menh2|244|2|keb|2352
menh2|249|20|keb|2352
menh2|254|20|keb|2352
menh2|279|2|keb|2352
menh2|329|2|keb|2352
menh2|379|2|keb|2352
methanol|151|20|keb|2048
methanol|156|20|keb|2048
methanol|161|20|keb|2048
methanol|166|20|keb|2048
methanol|171|20|keb|2048
methanol|181|20|keb|2048
methanol|186|20|keb|2048
methanol|191|120|keb|2048
methanol|196|20|keb|2048
methanol|201|20|keb|2048
methanol|206|20|keb|2048
methanol|211|20|keb|2048
methanol|216|20|keb|2048
methanol|221|20|keb|2048
methanol|226|20|keb|2048
naphthalene|303|20|keb|2268
naphthalene|308|20|keb|2268
naphthalene|313|20|keb|2268
naphthalene|318|2|keb|2268
naphthalene|323|2|keb|2268
naphthalene|328|2|keb|2268
naphthalene|333|20|keb|2268
naphthalene|338|20|keb|2268
naphthalene|343|2|keb|2268
naphthalene|348|2|keb|2268
naphthalene|353|20|keb|2268
naphthalene|358|20|keb|2268
naphthalene|363|2|keb|2268
naphthalene|368|2|keb|2268
naphthalene|373|2|keb|2268
naphthalene|378|2|keb|2268
naphthalene|383|2|keb|2268
naphthalene|388|2|keb|2268
naphthalene|393|2|keb|2268
naphthalene|398|2|keb|2268
naphthalene|403|2|keb|2268
octanoic_acid|234|22|keb|2912
octanoic_acid|239|2|keb|2912
octanoic_acid|244|40.393|keb|2912
octanoic_acid|249|22|keb|2912
octanoic_acid|254|2|keb|2912
octanoic_acid|259|2|keb|2912
octanoic_acid|264|22|keb|2912
octanoic_acid|269|23.15|keb|2912
octanoic_acid|274|2|keb|2912
octanoic_acid|284|22|keb|2912
octanoic_acid|294|2|keb|2912
octanoic_acid|299|22|keb|2912
octanoic_acid|304|22|keb|2912
octanoic_acid|309|22|keb|2912
octanoic_acid|314|22|keb|2912
octanoic_acid|319|22|keb|2912
octanoic_acid|324|2|keb|2912
octanoic_acid|329|22|keb|2912
octanoic_acid|334|2|keb|2912
octanoic_acid|339|2|keb|2912
pentane|93|20|keb|2688
pentane|98|20|keb|2688
pentane|113|20|keb|2688
pentane|118|20|keb|2688
pentane|123|18.002|keb|2688
pentane|128|20|keb|2688
pentane|133|20|keb|2688
pentane|138|60|keb|2688
pentane|148|46.652|keb|2688
pentane|153|40|keb|2688
pentane|158|20|keb|2688
pentane|163|60|keb|2688
pentane|168|53.524|keb|2688
pentane|173|20|keb|2688
pentane|178|2|keb|2688
pentane|183|2|keb|2688
pentane|188|2|keb|2688
pentane|193|2|keb|2688
phenol|239|40|keb|3360
phenol|244|40|keb|3360
phenol|254|80|keb|3360
phenol|259|80|keb|3360
phenol|264|90|keb|3360
phenol|269|90|keb|3360
phenol|274|90|keb|3360
phenol|279|40|keb|3360
phenol|284|40|keb|3360
phenol|289|20|keb|3360
phenol|294|20|keb|3360
phenol|299|20|keb|3360
phenol|304|20|keb|3360
phenol|309|20|keb|3360
phenol|319|20|keb|3360
phenol|324|2|keb|3360
phenol|329|2|keb|3360
phenol|334|2|keb|3360
phenol|339|2|keb|3360
phenol|344|2|keb|3360
phenol|349|2|keb|3360
phenol|354|2|keb|3360
phenol|359|2|keb|3360
phenol|364|2|keb|3360
propane|35|7|keb|2688
propane|40|150|keb|2688
propane|45|20|keb|2688
propane|50|20|keb|2688
propane|55|20|keb|2688
propane|60|141.881|keb|2688
propane|65|40|keb|2688
propane|70|40|keb|2688
propane|75|40|keb|2688
propane|80|100|keb|2688
propane|85|80|keb|2688
propane|90|100|keb|2688
propane|95|150|keb|2688
propane|100|80|keb|2688
propane|105|20|keb|2688
propane|110|20|keb|2688
propane|115|7|keb|2688
propane|120|7|keb|2688
propane|125|7|keb|2688
propane|130|7|keb|2688
propane|135|7|keb|2688
pyridine|181|20|keb|2880
pyridine|186|20|keb|2880
pyridine|191|20|keb|2880
pyridine|206|7|keb|2880
pyridine|211|20|keb|2880
pyridine|216|20|keb|2880
pyridine|221|7|keb|2880
pyridine|226|7|keb|2880
pyridine|236|20|keb|2880
pyridine|241|7|keb|2880
pyridine|246|7|keb|2880
pyridine|251|20|keb|2880
pyridine|256|7|keb|2880
pyridine|261|7|keb|2880
pyridine|266|7|keb|2880
pyridine|271|7|keb|2880
pyridine|276|7|keb|2880
succinic_acid|309|20|keb|2400
succinic_acid|359|20|keb|2400
succinic_acid|384|40|keb|2400
succinic_acid|389|12.567|keb|2400
succinic_acid|394|40|keb|2400
succinic_acid|399|40|keb|2400
succinic_acid|404|20|keb|2400
